,theorem_id,throrem_titles,theorem_contents,theorem_refs,ref_ids,retrieved_3,retrieved_5,retrieved_10,retrieved_50,P@3,P@5,P@10,P@50,R@3,R@5,R@10,R@50,RR,self_retrieve
12586,18763,Equivalence of Definitions of Sets Separated by Neighborhoods,"Let $T = \struct {S, \tau}$ be a [[Definition:Topological Space|topological space]].{{TFAE|def = Separated by Neighborhoods/Sets|view = Sets Separated by Neighborhoods}}",['Definition:Topological Space'],[20128],"[21517, 25452, 21519]","[21517, 25452, 21519, 25455, 25453]","[21517, 25452, 21519, 25455, 25453, 23337, 31211, 31210, 21200, 31209]","[21517, 25452, 21519, 25455, 25453, 23337, 31211, 31210, 21200, 31209, 23338, 21528, 21633, 31208, 29131, 29130, 23383, 23344, 31232, 25393, 28051, 21622, 21592, 23374, 25461, 23057, 20365, 28899, 31416, 23523, 20376, 31415, 29070, 28876, 31413, 25964, 29123, 23389, 28050, 25456, 32897, 21211, 28518, 28878, 21649, 21534, 29111, 22217, 28706, 25220]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12587,18764,Equivalence of Definitions of Points Separated by Neighborhoods,"Let $T = \struct {S, \tau}$ be a [[Definition:Topological Space|topological space]].{{TFAE|def = Points Separated by Neighborhoods}}",['Definition:Topological Space'],[20128],"[21517, 21519, 25453]","[21517, 21519, 25453, 23338, 25452]","[21517, 21519, 25453, 23338, 25452, 25455, 23337, 21592, 29131, 23374]","[21517, 21519, 25453, 23338, 25452, 25455, 23337, 21592, 29131, 23374, 29130, 23057, 31416, 23523, 20376, 31415, 21622, 29070, 20365, 28876, 31413, 25964, 29123, 31210, 28518, 28878, 21649, 31232, 25461, 21200, 22217, 25220, 21633, 31414, 29077, 25969, 21528, 31211, 25219, 31121, 26257, 28981, 21661, 20700, 31209, 23524, 21589, 21211, 21674, 29005]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12588,18765,Product Space is T3 iff Factor Spaces are T3/Product Space is T3 implies Factor Spaces are T3,"Let $\mathbb S = \family {\struct {S_\alpha, \tau_\alpha} }_{\alpha \mathop \in I}$ be an [[Definition:Indexed Family|indexed family]] of [[Definition:Non-Empty Set|non-empty]] [[Definition:Topological Space|topological spaces]] for $\alpha$ in some [[Definition:Indexing Set|indexing set]] $I$.Let $\displaystyle T = \struct{S, \tau} = \displaystyle \prod_{\alpha \mathop \in I} \struct{S_\alpha, \tau_\alpha}$ be the [[Definition:Product Space of Topological Spaces|product space]] of $\mathbb S$.Let $T$ be a [[Definition:T3 Space|$T_3$ space]].Then for each $\alpha \in I$, $\struct {S_\alpha, \tau_\alpha}$ is a [[Definition:T3 Space|$T_3$ space]].","['Definition:Indexing Set/Family', 'Definition:Non-Empty Set', 'Definition:Topological Space', 'Definition:Indexing Set', 'Definition:Product Space (Topology)/General Definition', 'Definition:T3 Space', 'Definition:T3 Space']","[25627, 22759, 20128, 20053, 23286, 21512, 21512]","[29055, 23347, 32915]","[29055, 23347, 32915, 21778, 27043]","[29055, 23347, 32915, 21778, 27043, 27703, 31021, 25211, 25338, 25339]","[29055, 23347, 32915, 21778, 27043, 27703, 31021, 25211, 25338, 25339, 32251, 21775, 21713, 21627, 21782, 23422, 26997, 28325, 33083, 20089, 22616, 31177, 25626, 32734, 30872, 22201, 23367, 27042, 20710, 31192, 30855, 30871, 33041, 30859, 30869, 20270, 20240, 25115, 31436, 30866, 24448, 25118, 26957, 23257, 25121, 30856, 20451, 23162, 25124, 31178]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12589,18766,Product Space is T3 iff Factor Spaces are T3/Factor Spaces are T3 implies Product Space is T3,"Let $\mathbb S = \family {\struct {S_\alpha, \tau_\alpha} }_{\alpha \mathop \in I}$ be an [[Definition:Indexed Family|indexed family]] of [[Definition:Non-Empty Set|non-empty]] [[Definition:Topological Space|topological spaces]] for $\alpha$ in some [[Definition:Indexing Set|indexing set]] $I$.Let $\displaystyle T = \struct{S, \tau} = \displaystyle \prod_{\alpha \mathop \in I} \struct {S_\alpha, \tau_\alpha}$ be the [[Definition:Product Space of Topological Spaces|product space]] of $\mathbb S$.For each $\alpha \in I$, let $\struct{S_\alpha, \tau_\alpha}$ be a [[Definition:T3 Space|$T_3$ space]].Then $T$ is a [[Definition:T3 Space|$T_3$ space]].","['Definition:Indexing Set/Family', 'Definition:Non-Empty Set', 'Definition:Topological Space', 'Definition:Indexing Set', 'Definition:Product Space (Topology)/General Definition', 'Definition:T3 Space', 'Definition:T3 Space']","[25627, 22759, 20128, 20053, 23286, 21512, 21512]","[29055, 23347, 32915]","[29055, 23347, 32915, 21778, 27043]","[29055, 23347, 32915, 21778, 27043, 27703, 31021, 25211, 25338, 25339]","[29055, 23347, 32915, 21778, 27043, 27703, 31021, 25211, 25338, 25339, 32251, 21775, 21713, 21627, 21782, 23422, 26997, 28325, 33083, 20089, 22616, 31177, 25626, 32734, 30872, 22201, 23367, 27042, 20710, 31192, 30855, 30871, 33041, 30859, 30869, 20270, 20240, 25115, 31436, 30866, 24448, 25118, 26957, 23257, 25121, 30856, 20451, 23162, 25124, 31178]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12590,18772,Sum over Integers of Cosine of n + alpha of theta over n + alpha,Let $\alpha \in \R$ be a [[Definition:Real Number|real number]] which is specifically not an [[Definition:Integer|integer]].For $0 < \theta < 2 \pi$::$\displaystyle \dfrac 1 \alpha + \sum_{n \mathop \ge 1} \dfrac {2 \alpha} {\alpha^2 - n^2} = \sum_{n \mathop \in \Z} \dfrac {\cos \paren {n + \alpha} \theta} {n + \alpha}$,"['Definition:Real Number', 'Definition:Integer']","[20077, 20054]","[32251, 31192, 33041]","[32251, 31192, 33041, 27043, 21775]","[32251, 31192, 33041, 27043, 21775, 25211, 32734, 21782, 31021, 21713]","[32251, 31192, 33041, 27043, 21775, 25211, 32734, 21782, 31021, 21713, 21778, 27703, 30872, 33083, 31177, 26997, 27042, 22201, 32915, 30855, 30871, 29227, 21627, 20451, 25118, 26957, 23367, 31178, 25115, 21738, 32374, 30869, 25121, 30856, 29055, 30859, 32259, 25124, 30857, 20240, 30860, 24448, 30866, 24999, 23422, 28325, 21219, 32405, 20710, 23180]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12591,18774,Sum of Complex Exponentials of i times Arithmetic Sequence of Angles,Let $\alpha \in \R$ be a [[Definition:Real Number|real number]] such that $\alpha \ne 2 \pi k$ for $k \in \Z$.Then:,['Definition:Real Number'],[20077],"[31192, 21775, 32251]","[31192, 21775, 32251, 33041, 25211]","[31192, 21775, 32251, 33041, 25211, 30855, 31021, 21782, 32734, 21778]","[31192, 21775, 32251, 33041, 25211, 30855, 31021, 21782, 32734, 21778, 21219, 27703, 20077, 29227, 20232, 33083, 21713, 27043, 30857, 30877, 32915, 31178, 22201, 31177, 30856, 26957, 30860, 26997, 30859, 25121, 30872, 25124, 29951, 22976, 27464, 23367, 25007, 25115, 30745, 21627, 25118, 30866, 32265, 24998, 22767, 27042, 27241, 30871, 24448, 28425]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.07692307692307693,False
12592,18783,Convergent Sequence in Normed Vector Space has Unique Limit,"Let $\struct {X, \norm {\,\cdot\,}}$ be a [[Definition:Normed Vector Space|normed vector space]].Let $\sequence {x_n}$ be a [[Definition:Sequence|sequence]] in $\struct {X, \norm {\,\cdot\,} }$.Then $\sequence {x_n}$ can have at most one [[Definition:Limit of Sequence in Normed Vector Space|limit]].","['Definition:Normed Vector Space', 'Definition:Sequence', 'Definition:Limit of Sequence/Normed Vector Space']","[21721, 20045, 31518]","[31215, 30794, 29556]","[31215, 30794, 29556, 33114, 30795]","[31215, 30794, 29556, 33114, 30795, 30997, 21109, 31518, 31014, 21721]","[31215, 30794, 29556, 33114, 30795, 30997, 21109, 31518, 31014, 21721, 29564, 31307, 31577, 29557, 30967, 29776, 30808, 21722, 31035, 29779, 30443, 31216, 29791, 21194, 25404, 30442, 29811, 29814, 30806, 30441, 31203, 31204, 20076, 23299, 31297, 29787, 29810, 23298, 30960, 31316, 28415, 30963, 28786, 29016, 22223, 23226, 23234, 31315, 20045, 22845]",0.0,0.0,0.2,0.06,0.0,0.0,0.6666666666666666,1.0,0.125,False
12593,18784,Product Space is T3 1/2 iff Factor Spaces are T3 1/2/Product Space is T3 1/2 implies Factor Spaces are T3 1/2,"Let $\mathbb S = \family{\struct{S_\alpha, \tau_\alpha}}_{\alpha \mathop \in I}$ be an [[Definition:Indexed Family|indexed family]] of [[Definition:Non-Empty|non-empty]] [[Definition:Topological Space|topological spaces]] for $\alpha$ in some [[Definition:Indexing Set|indexing set]] $I$.Let $\displaystyle T = \struct{S, \tau} = \displaystyle \prod_{\alpha \mathop \in I} \struct{S_\alpha, \tau_\alpha}$ be the [[Definition:Product Space of Topological Spaces|product space]] of $\mathbb S$.Let $T$ be a [[Definition:T3 1/2 Space|$T_{3 \frac 1 2}$ space]].Then for each $\alpha \in I$, $\struct{S_\alpha, \tau_\alpha}$ is a [[Definition:T3 1/2 Space|$T_{3 \frac 1 2}$ space]].","['Definition:Indexing Set/Family', 'Definition:Non-Empty', 'Definition:Topological Space', 'Definition:Indexing Set', 'Definition:Product Space (Topology)/General Definition', 'Definition:T3 1/2 Space', 'Definition:T3 1/2 Space']","[25627, 27723, 20128, 20053, 23286, 21527, 21527]","[29055, 23347, 32915]","[29055, 23347, 32915, 21778, 27703]","[29055, 23347, 32915, 21778, 27703, 27043, 31021, 32251, 25211, 25338]","[29055, 23347, 32915, 21778, 27703, 27043, 31021, 32251, 25211, 25338, 25339, 21775, 21713, 32734, 21627, 21782, 23422, 20270, 26997, 28325, 33083, 22616, 20089, 31177, 23257, 30872, 23367, 25626, 22201, 27042, 20710, 31192, 30871, 30855, 33041, 30859, 30869, 20240, 25115, 25118, 30866, 24448, 26957, 25121, 31436, 30856, 20451, 25124, 31178, 23180]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12594,18785,Product Space is T3 1/2 iff Factor Spaces are T3 1/2/Factor Spaces are T3 1/2 implies Product Space is T3 1/2,"Let $\mathbb S = \family {\struct{S_\alpha, \tau_\alpha} }_{\alpha \mathop \in I}$ be an [[Definition:Indexed Family|indexed family]] of [[Definition:Topological Space|topological spaces]] for $\alpha$ in some [[Definition:Indexing Set|indexing set]] $I$ with $S_\alpha \neq \O$ for every $\alpha \in I$.Let $\displaystyle T = \struct{S, \tau} = \displaystyle \prod_{\alpha \mathop \in I} \struct{S_\alpha, \tau_\alpha}$ be the [[Definition:Product Space of Topological Spaces|product space]] of $\mathbb S$.For each $\alpha \in I$, let $\struct{S_\alpha, \tau_\alpha}$ be a [[Definition:T3 1/2 Space|$T_{3 \frac 1 2}$ space]].Then $T$ is a [[Definition:T3 1/2 Space|$T_{3 \frac 1 2}$ space]].","['Definition:Indexing Set/Family', 'Definition:Topological Space', 'Definition:Indexing Set', 'Definition:Product Space (Topology)/General Definition', 'Definition:T3 1/2 Space', 'Definition:T3 1/2 Space']","[25627, 20128, 20053, 23286, 21527, 21527]","[29055, 32915, 23347]","[29055, 32915, 23347, 21778, 27703]","[29055, 32915, 23347, 21778, 27703, 27043, 32251, 31021, 25211, 21775]","[29055, 32915, 23347, 21778, 27703, 27043, 32251, 31021, 25211, 21775, 21713, 25338, 25339, 32734, 21782, 21627, 26997, 33083, 31177, 23422, 30872, 28325, 23367, 20089, 22201, 20270, 22616, 27042, 30871, 33041, 31192, 30855, 20710, 30859, 30869, 25115, 23257, 20240, 25118, 24448, 25121, 30866, 20451, 25626, 30856, 25124, 26957, 31178, 24999, 30857]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12595,18786,Half-Range Fourier Sine Series/Sine of Non-Integer Multiple of x over 0 to Pi,Let $\lambda \in \R \setminus \Z$ be a [[Definition:Real Number|real number]] which is not an [[Definition:Integer|integer]].Let $\map f x$ be the [[Definition:Real Function|real function]] defined on $\openint 0 \pi$ as::$\map f x = \sin \lambda x$Then its [[Definition:Half-Range Fourier Sine Series|half-range Fourier sine series]] can be expressed as:{{begin-eqn}}{{eqn | l = \map f x      | o = \sim      | r = \frac {2 \sin \lambda \pi} \pi \paren {\sum_{n \mathop = 1}^\infty \paren {-1}^n \frac {n \sin n x} {\lambda^2 - n^2} }      | c = }}{{eqn | r = \frac {2 \sin \lambda \pi} \pi \paren {-\frac {\sin x} {\lambda^2 - 1} + \frac {2 \sin 2 x} {\lambda^2 - 4} - \frac {3 \sin 3 x} {\lambda^2 - 9}  + \frac {4 \sin 4 x} {\lambda^2 - 16} - \dotsb}      | c = }}{{end-eqn}},"['Definition:Real Number', 'Definition:Integer', 'Definition:Real Function', 'Definition:Half-Range Fourier Sine Series']","[20077, 20054, 20083, 29225]","[31197, 29227, 31194]","[31197, 29227, 31194, 25011, 32533]","[31197, 29227, 31194, 25011, 32533, 29229, 31201, 25012, 29228, 31184]","[31197, 29227, 31194, 25011, 32533, 29229, 31201, 25012, 29228, 31184, 32532, 31182, 33051, 31566, 31185, 23116, 33057, 29230, 33055, 32530, 31200, 23114, 31178, 25017, 32412, 24241, 30085, 30084, 31192, 32529, 32901, 29374, 25018, 24754, 23117, 29378, 32237, 25019, 33075, 29376, 29379, 31177, 32528, 33074, 25010, 21066, 23592, 32534, 32498, 32928]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12596,18787,Minimum Rule for Continuous Functions,"Let $\struct {S, \tau}$ be a [[Definition:Topological Space|topological space]].Let $f, g: S \to \R$ be [[Definition:Everywhere Continuous Mapping (Topology)|continuous]] [[Definition:Real-Valued Function|real-valued functions]].Let $\min \set {f, g}: S \to \R$ denote the [[Definition:Pointwise Minimum of Real-Valued Functions|pointwise minimum]] of $f$ and $g$.Then::$\min \set {f, g}$ is [[Definition:Everywhere Continuous Mapping (Topology)|continuous]].","['Definition:Topological Space', 'Definition:Continuous Mapping (Topology)/Everywhere', 'Definition:Real-Valued Function', 'Definition:Pointwise Minimum of Mappings/Real-Valued Functions', 'Definition:Continuous Mapping (Topology)/Everywhere']","[20128, 23263, 20383, 22733, 23263]","[22733, 31220, 23263]","[22733, 31220, 23263, 22734, 20873]","[22733, 31220, 23263, 22734, 20873, 28690, 21538, 28692, 20872, 24391]","[22733, 31220, 23263, 22734, 20873, 28690, 21538, 28692, 20872, 24391, 31218, 22732, 26877, 20260, 24369, 23258, 23262, 22567, 32338, 31221, 21790, 20206, 22599, 23140, 23141, 21233, 25223, 23111, 28518, 23346, 31591, 28694, 26794, 23349, 27731, 22193, 23348, 28487, 23143, 23085, 24868, 23220, 26518, 22604, 25370, 20383, 23142, 20875, 22570, 22729]",0.6666666666666666,0.4,0.2,0.06,0.5,0.5,0.5,0.75,1.0,False
12597,18788,Min is Half of Sum Less Absolute Difference,"For all [[Definition:Number|numbers]] $a, b$ where $a, b$ in $\N, \Z, \Q$ or $\R$::$\min \set {a, b} = \dfrac 1 2 \paren {a + b - \size {a - b} }$",['Definition:Number'],[20060],"[22732, 27042, 22733]","[22732, 27042, 22733, 25427, 20056]","[22732, 27042, 22733, 25427, 20056, 19944, 33041, 31658, 23093, 32876]","[22732, 27042, 22733, 25427, 20056, 19944, 33041, 31658, 23093, 32876, 32939, 24291, 22048, 22734, 32262, 32937, 23058, 24895, 32374, 24764, 22653, 20551, 27693, 29944, 21845, 20057, 24152, 27198, 31123, 23212, 33006, 22660, 20060, 33038, 33123, 27950, 23136, 32345, 31122, 30254, 25679, 24690, 22652, 23031, 22659, 32288, 33155, 33156, 22975, 25414]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.030303030303030304,False
12598,18789,Continuity Test for Real-Valued Functions,"Let $\struct{S, \tau}$ be a [[Definition:Topological Space|topological space]].Let $f: S \to \R$ be a [[Definition:Real-Valued Function|real-valued function]].Let $x \in S$.Then $f$ is [[Definition:Continuous Mapping at Point (Topology)|continuous at $x$]] {{iff}}::$\forall \epsilon \in \R_{>0} : \exists U \in \tau : x \in U : \map {f^\to} U \subseteq \openint {\map f x - \epsilon} {\map f x + \epsilon}$","['Definition:Topological Space', 'Definition:Real-Valued Function', 'Definition:Continuous Mapping (Topology)/Point']","[20128, 20383, 23261]","[31220, 24906, 24908]","[31220, 24906, 24908, 21538, 23402]","[31220, 24906, 24908, 21538, 23402, 25678, 24649, 30851, 23139, 24648]","[31220, 24906, 24908, 21538, 23402, 25678, 24649, 30851, 23139, 24648, 29911, 31678, 30852, 23411, 23140, 28692, 20448, 21220, 28801, 23272, 25362, 21212, 30807, 31753, 23178, 25401, 21106, 31309, 24391, 24868, 31754, 28506, 27724, 31218, 28694, 24368, 25364, 21521, 23262, 21217, 30806, 28451, 26877, 25400, 21107, 23085, 21219, 31460, 22193, 21778]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
12599,18790,Continuity Test for Real-Valued Functions/Everywhere Continuous,"Let $\struct{S, \tau}$ be a [[Definition:Topological Space|topological space]].Let $f: S \to \R$ be a [[Definition:Real-Valued Function|real-valued function]].Then $f$ is [[Definition:Everywhere Continuous Mapping (Topology)|everywhere continuous]] {{iff}}::$\forall x \in S : \forall \epsilon \in \R_{>0} : \exists U \in \tau : x \in U : \map {f^\to} U \subseteq \openint {\map f x - \epsilon} {\map f x + \epsilon}$","['Definition:Topological Space', 'Definition:Real-Valued Function', 'Definition:Continuous Mapping (Topology)/Everywhere']","[20128, 20383, 23263]","[31220, 21538, 27724]","[31220, 21538, 27724, 24906, 24908]","[31220, 21538, 27724, 24906, 24908, 28692, 23411, 31203, 25678, 21521]","[31220, 21538, 27724, 24906, 24908, 28692, 23411, 31203, 25678, 21521, 29911, 31678, 24649, 23402, 24648, 20872, 30852, 20448, 21220, 23272, 25401, 23139, 30851, 21212, 30807, 20873, 21106, 25400, 24368, 31309, 24868, 24391, 23263, 28690, 31218, 28451, 33148, 26877, 21107, 21217, 21219, 30806, 23522, 23271, 22193, 23178, 33039, 24813, 28518, 30010]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.030303030303030304,False
12600,18791,Oesterlé-Masser Conjecture,Let $\epsilon \in \R$ be a [[Definition:Strictly Positive Real Number|strictly positive real number]].,['Definition:Strictly Positive/Real Number'],[22657],"[22657, 25007, 22654]","[22657, 25007, 22654, 26830, 25143]","[22657, 25007, 22654, 26830, 25143, 21220, 26152, 21219, 24451, 22416]","[22657, 25007, 22654, 26830, 25143, 21220, 26152, 21219, 24451, 22416, 26445, 29911, 22665, 22976, 24655, 21218, 21106, 26828, 33085, 22649, 21847, 21107, 22092, 25678, 30806, 30862, 30461, 25055, 25067, 29914, 25091, 24720, 20448, 25092, 22662, 25141, 20077, 27782, 25144, 25008, 22655, 25089, 30479, 30476, 25090, 30506, 20449, 22656, 25096, 24110]",0.3333333333333333,0.2,0.1,0.02,1.0,1.0,1.0,1.0,1.0,False
12601,18792,Oesterlé-Masser Conjecture/Formulation 1,"There exists only a [[Definition:Finite Set|finite number]] of [[Definition:Ordered Triple|triples]] of [[Definition:Strictly Positive Integer|(strictly) positive integers]] $\tuple {a, b, c}$ with the conditions::$a + b = c$:$a$, $b$ and $c$ are [[Definition:Pairwise Coprime Integers|pairwise coprime]]such that::$c > \map {\operatorname {rad} } {a b c}^{1 + \epsilon}$where $\operatorname {rad}$ denotes the [[Definition:Radical of Integer|radical]] of an [[Definition:Integer|integer]].","['Definition:Finite Set', 'Definition:Ordered Tuple as Ordered Set/Ordered Triple', 'Definition:Strictly Positive/Integer', 'Definition:Pairwise Coprime/Integers', 'Definition:Radical of Integer', 'Definition:Integer']","[21762, 23479, 22655, 24328, 21263, 20054]","[31217, 24720, 24328]","[31217, 24720, 24328, 26445, 24327]","[31217, 24720, 24328, 26445, 24327, 20464, 22655, 29292, 24324, 28578]","[31217, 24720, 24328, 26445, 24327, 20464, 22655, 29292, 24324, 28578, 27387, 31965, 22654, 24730, 29351, 28194, 26661, 29890, 28193, 22648, 28121, 27681, 27332, 24447, 24330, 26789, 20465, 21407, 20070, 28189, 20065, 28614, 32753, 30351, 20178, 21659, 22657, 22663, 22134, 22344, 29260, 22649, 26004, 28208, 30055, 20067, 28206, 21396, 28498, 20802]",0.3333333333333333,0.2,0.2,0.04,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
12602,18793,Definite Integral of Function satisfying Dirichlet Conditions is Continuous,"Let $f: \R \to \R$ be a [[Definition:Real Function|real function]] defined in the [[Definition:Open Real Interval|open interval]] $\openint {-\pi} \pi$.Let $f$ fulfil the [[Definition:Dirichlet Conditions|Dirichlet conditions]] in $\openint {-\pi} \pi$.Let $a_0, a_1, \dotsc; b_1, \dotsc$ be the [[Definition:Fourier Coefficient|Fourier coefficients]] of $f$ in $\openint {-\pi} \pi$.Then the [[Definition:Real Function|real function]]::$\map F x = \displaystyle \int_{-\pi}^x \map f t \rd t - \dfrac {a_0} 2 x$is [[Definition:Continuous Real Function on Open Interval|continuous]] on $\openint {-\pi} \pi$.","['Definition:Real Function', 'Definition:Real Interval/Open', 'Definition:Dirichlet Conditions', 'Definition:Fourier Series/Fourier Coefficient', 'Definition:Real Function', 'Definition:Continuous Real Function/Open Interval']","[20083, 23192, 29219, 29223, 20083, 25362]","[31200, 31201, 20348]","[31200, 31201, 20348, 32412, 24281]","[31200, 31201, 20348, 32412, 24281, 25362, 25009, 23588, 31192, 20359]","[31200, 31201, 20348, 32412, 24281, 25362, 25009, 23588, 31192, 20359, 24282, 23192, 26437, 22255, 23083, 22093, 29230, 29553, 24840, 29229, 31122, 27241, 32930, 33055, 20285, 22069, 20286, 20347, 25131, 29769, 20103, 31194, 22272, 29228, 25142, 25141, 32928, 25364, 31143, 31592, 27295, 33057, 32927, 28484, 31197, 28693, 25144, 32344, 25133, 25134]",0.0,0.0,0.1,0.04,0.0,0.0,0.2,0.4,0.16666666666666666,False
12603,18794,Definite Integral of Fourier Series at Ends of Interval,"Let $f: \R \to \R$ be a [[Definition:Real Function|real function]] defined in the [[Definition:Open Real Interval|open interval]] $\openint {-\pi} \pi$.Let $f$ fulfil the [[Definition:Dirichlet Conditions|Dirichlet conditions]] in $\openint {-\pi} \pi$.Let $a_0, a_1, \dotsc; b_1, \dotsc$ be the [[Definition:Fourier Coefficient|Fourier coefficients]] of $f$ in $\openint {-\pi} \pi$.Consider the [[Definition:Real Function|real function]]::$\map F x = \displaystyle \int_{-\pi}^x \map f t \rd t - \dfrac {a_0} 2 x$Then::$\map F \pi = \map F {-\pi} = \dfrac {a_0 \pi} 2$","['Definition:Real Function', 'Definition:Real Interval/Open', 'Definition:Dirichlet Conditions', 'Definition:Fourier Series/Fourier Coefficient', 'Definition:Real Function']","[20083, 23192, 29219, 29223, 20083]","[31200, 31201, 32412]","[31200, 31201, 32412, 24281, 20348]","[31200, 31201, 32412, 24281, 20348, 31192, 26437, 22255, 25009, 29553]","[31200, 31201, 32412, 24281, 20348, 31192, 26437, 22255, 25009, 29553, 33055, 24282, 32930, 31122, 27241, 29230, 29769, 33057, 29228, 32928, 20103, 29229, 32927, 27295, 31592, 33023, 24840, 20359, 31194, 31160, 32939, 31159, 24834, 22999, 31167, 27292, 31143, 31166, 31165, 32929, 22933, 31197, 32937, 20347, 29770, 25362, 23588, 22093, 23192, 29218]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.25,0.02040816326530612,False
12604,18795,Group/Examples/x+y over 1+xy/Isomorphic to Real Numbers/Proof 1,"Let $G := \set {x \in \R: -1 < x < 1}$ be the [[Definition:Set|set]] of all [[Definition:Real Number|real numbers]] whose [[Definition:Absolute Value|absolute value]] is less than $1$.Let $\circ: G \times G \to G$ be the [[Definition:Binary Operation|binary operation]] defined as::$\forall x, y \in G: x \circ y = \dfrac {x + y} {1 + x y}${{:Group/Examples/x+y over 1+xy/Isomorphic to Real Numbers}}","['Definition:Set', 'Definition:Real Number', 'Definition:Absolute Value', 'Definition:Operation/Binary Operation']","[19734, 20077, 20061, 22164]","[22162, 25415, 23136]","[22162, 25415, 23136, 22570, 20061]","[22162, 25415, 23136, 22570, 20061, 31072, 25744, 24429, 24434, 19942]","[22162, 25415, 23136, 22570, 20061, 31072, 25744, 24429, 24434, 19942, 22115, 22164, 22114, 19941, 24895, 24825, 25413, 22873, 22572, 24451, 21990, 29616, 25540, 24630, 22573, 25414, 22660, 30730, 22565, 24629, 30252, 32345, 21276, 21997, 22310, 19822, 20078, 25250, 22653, 22665, 22544, 25648, 29706, 28464, 19984, 21405, 24436, 21448, 24887, 21991]",0.0,0.2,0.1,0.04,0.0,0.25,0.25,0.5,0.2,False
12605,18796,Group/Examples/x+y over 1+xy/Isomorphic to Real Numbers/Proof 2,"Let $G := \set {x \in \R: -1 < x < 1}$ be the [[Definition:Set|set]] of all [[Definition:Real Number|real numbers]] whose [[Definition:Absolute Value|absolute value]] is less than $1$.Let $\circ: G \times G \to G$ be the [[Definition:Binary Operation|binary operation]] defined as::$\forall x, y \in G: x \circ y = \dfrac {x + y} {1 + x y}${{:Group/Examples/x+y over 1+xy/Isomorphic to Real Numbers}}","['Definition:Set', 'Definition:Real Number', 'Definition:Absolute Value', 'Definition:Operation/Binary Operation']","[19734, 20077, 20061, 22164]","[22162, 25415, 23136]","[22162, 25415, 23136, 22570, 20061]","[22162, 25415, 23136, 22570, 20061, 31072, 25744, 24429, 24434, 19942]","[22162, 25415, 23136, 22570, 20061, 31072, 25744, 24429, 24434, 19942, 22115, 22164, 22114, 19941, 24895, 24825, 25413, 22873, 22572, 24451, 21990, 29616, 25540, 24630, 22573, 25414, 22660, 30730, 22565, 24629, 30252, 32345, 21276, 21997, 22310, 19822, 20078, 25250, 22653, 22665, 22544, 25648, 29706, 28464, 19984, 21405, 24436, 21448, 24887, 21991]",0.0,0.2,0.1,0.04,0.0,0.25,0.25,0.5,0.2,False
12606,18798,Triangle Inequality/Complex Numbers/Corollary 2,"Let $z_1, z_2 \in \C$ be [[Definition:Complex Number|complex numbers]].Let $\cmod z$ be the [[Definition:Modulus of Complex Number|modulus]] of $z$.Then::$\cmod {z_1 + z_2} \ge \cmod {\cmod {z_1} - \cmod {z_2} }$","['Definition:Complex Number', 'Definition:Complex Modulus']","[20212, 20382]","[24854, 24863, 25359]","[24854, 24863, 25359, 24858, 24866]","[24854, 24863, 25359, 24858, 24866, 24839, 24857, 24865, 28425, 32924]","[24854, 24863, 25359, 24858, 24866, 24839, 24857, 24865, 28425, 32924, 28784, 28785, 24812, 32925, 24855, 24864, 20382, 20316, 32679, 29997, 26753, 25409, 22387, 24659, 23246, 25020, 24923, 33022, 21551, 32590, 33026, 22404, 33025, 20212, 24924, 32933, 20224, 29552, 21264, 27711, 20687, 33024, 24770, 33027, 24837, 24435, 27670, 22313, 24765, 21113]",0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.058823529411764705,False
